"spkid","full_name","pdes","name","prefix","neo","pha","sats","H","G","M1","M2","K1","K2","PC","diameter","extent","albedo","rot_per","GM","BV","UB","IR","spec_B","spec_T","H_sigma","diameter_sigma","orbit_id","epoch","epoch_mjd","epoch_cal","equinox","e","a","q","i","om","w","ma","ad","n","tp","tp_cal","per","per_y","moid","moid_ld","moid_jup","t_jup","sigma_e","sigma_a","sigma_q","sigma_i","sigma_om","sigma_w","sigma_ma","sigma_ad","sigma_n","sigma_tp","sigma_per","class","producer","data_arc","first_obs","last_obs","n_obs_used","n_del_obs_used","n_dop_obs_used","condition_code","rms","two_body","A1","A1_sigma","A2","A2_sigma","A3","A3_sigma","DT","DT_sigma"
1000071,"   44P/Reinmuth 2",44P,Reinmuth,P,,,0,,,14.0,,5.5,,,3.22,,,,,,,,,,,,"JPL K222/3",2458939.5,58939,2020-03-31.0,J2000,0.4270,3.689,2.114,5.90,286.48,58.12,255.16,5.26,0.1391,2459693.19,2022-04-23.6,2.59e+03,7.09,1.11,433,0.523,2.92,8.2e-08,5.1e-08,3.0e-07,1.3e-05,1.5e-04,1.6e-04,2.6e-05,7.3e-08,2.9e-09,1.8e-04,5.4e-05,JFc,"Davide Farnocchia",3605,2014-05-01,2024-03-14,1496,,,0,.61635,,,,,,,,,
1000045,"   45P/Honda-Mrkos-Pajdusakova",45P,Honda-Mrkos-Pajdusakova,P,Y,,0,,,13.7,18.0,22.,5.,0.03,1.6,,,,,,,,,,,,"JPL K222/7",2457979.5,57979,2017-08-14.0,J2000,0.8240,3.026,0.533,4.25,88.93,326.34,42.26,5.52,0.1872,2457753.78,2016-12-31.2,1.92e+03,5.26,0.0604,23.5,0.105,2.58,7.2e-08,7.1e-07,2.4e-07,4.5e-06,1.1e-04,1.2e-04,1.6e-05,1.3e-06,6.6e-08,8.8e-06,6.8e-04,JFc,"Davide Farnocchia",2067,2016-11-05,2022-07-04,1823,8,4,1,.64613,,5.4e-09,7.6e-10,1.8e-10,1.2e-10,,,-25.8,4.86
1000109,"   46P/Wirtanen",46P,Wirtanen,P,Y,,0,,,16.6,,4.75,,,1.2,,,,,,,,,,,,"JPL K243/4",2458465.5,58465,2018-12-13.0,J2000,0.6588,3.093,1.055,11.75,82.16,356.34,0.01,5.13,0.1812,2458465.43,2018-12-12.9,1.99e+03,5.44,0.0713,27.8,0.169,2.82,2.4e-07,2.2e-06,2.9e-08,2.6e-06,4.1e-06,7.7e-06,1.4e-06,3.7e-06,2.0e-07,7.6e-06,2.2e-03,JFc,"Davide Farnocchia",3693,2013-10-30,2023-12-10,4224,0,1,2,.44968,,4.1e-09,4.6e-11,-1.2e-09,3.5e-11,6.9e-10,2.6e-11,-14.1,1.64
1000003,"   47P/Ashbrook-Jackson",47P,Ashbrook-Jackson,P,,,0,,,13.1,,4.75,,,5.6,,,15.6,,,,,,,,,"JPL K252/2",2459499.5,59499,2021-10-12.0,J2000,0.3185,4.124,2.810,13.04,356.92,357.65,186.32,5.44,0.1177,2460975.08,2025-10-26.5,3.06e+03,8.37,1.8,702,0.0125,2.91,3.1e-07,1.6e-07,1.4e-06,1.1e-05,2.2e-05,3.3e-05,1.3e-05,2.1e-07,6.8e-09,1.4e-04,1.8e-04,JFc,"Davide Farnocchia",4277,2014-04-05,2025-12-20,2318,,,0,.6676,,1.3e-07,8.6e-09,5.3e-08,4.6e-09,,,,
1000049,"   48P/Johnson",48P,Johnson,P,,,0,,,9.1,13.4,16.25,5.,0.03,5.74,,,,,,,,,,,,"JPL K253/32",2458492.5,58492,2019-01-09.0,J2000,0.4270,3.499,2.005,12.21,110.13,216.57,22.56,4.99,0.1506,2458342.72,2018-08-12.2,2.39e+03,6.54,1,391,0.559,2.94,1.3e-07,2.6e-07,5.2e-07,8.4e-06,3.3e-05,5.4e-05,1.8e-05,3.8e-07,1.7e-08,1.1e-04,2.7e-04,JFc,"Davide Farnocchia",5646,2010-07-09,2025-12-23,2151,,,0,.68733,,8.3e-09,2.2e-10,6.3e-10,3.9e-11,3.3e-10,1.2e-10,-75.9,3.65
1000002,"   49P/Arend-Rigaux",49P,Arend-Rigaux,P,,,0,,,13.8,,6.75,,,8.48,,0.028,13.45,,,,,,,,,"JPL K254/47",2456928.5,56928,2014-09-28.0,J2000,0.6003,3.567,1.426,19.06,118.83,332.92,157.26,5.71,0.1463,2455853.79,2011-10-19.2,2.46e+03,6.74,0.464,181,0.154,2.71,3.9e-08,1.4e-08,1.4e-07,4.5e-06,1.8e-05,1.9e-05,4.7e-06,2.2e-08,8.4e-10,3.0e-05,1.4e-05,JFc,"Davide Farnocchia",7827,2004-06-24,2025-11-28,4354,,,0,.56416,,,,-9.0e-12,3.1e-13,,,,
1000001,"   50P/Arend",50P,Arend,P,,,0,,,13.9,,9.,,,1.9,,,,,,,,,,,,"JPL K244/33",2455743.5,55743,2011-07-01.0,J2000,0.5306,4.087,1.918,19.16,355.31,49.04,159.38,6.26,0.1193,2454407.32,2007-11-02.8,3.02e+03,8.26,0.976,380,0.605,2.69,1.5e-07,1.2e-07,6.5e-07,8.1e-06,2.1e-05,6.0e-05,2.0e-05,1.8e-07,5.2e-09,1.2e-04,1.3e-04,JFc,"Shantanu Naidu",9404,1999-08-03,2025-05-02,1874,,,0,.69176,,1.0e-09,1.6e-10,3.0e-10,1.9e-11,,,-204,48.2
1000038,"   51P/Harrington",51P,Harrington,P,,,0,,,18.6,,4.5,,,4.8,,,,,,,,,,,,"JPL K222/3",2457925.5,57925,2017-06-21.0,J2000,0.5420,3.71,1.699,5.42,83.72,269.16,93.59,5.72,0.1379,2457246.91,2015-08-12.4,2.61e+03,7.15,0.703,274,0.371,2.81,4.3e-06,2.0e-06,1.7e-05,1.3e-04,2.2e-03,3.9e-03,5.8e-04,3.0e-06,1.1e-07,3.9e-03,2.1e-03,JFc,"Davide Farnocchia",2701,2015-05-25,2022-10-16,99,,,2,.85207,,3.0e-07,1.0e-08,-8.7e-08,3.7e-09,-2.1e-08,2.1e-09,,
1000039,"   52P/Harrington-Abell",52P,Harrington-Abell,P,,,0,,,11.8,15.5,16.,5.,0.03,2.6,,,,,,,,,,,,"JPL K212/21",2457578.5,57578,2016-07-09.0,J2000,0.5400,3.859,1.775,10.23,336.84,139.66,111.11,5.94,0.13,2456723.86,2014-03-07.3,2.77e+03,7.58,0.804,313,0.0354,2.77,3.4e-07,9.0e-08,1.3e-06,9.8e-06,6.3e-05,9.1e-05,1.8e-05,1.4e-07,4.5e-09,1.3e-04,9.6e-05,JFc,"Davide Farnocchia",3159,2013-10-01,2022-05-26,1164,,,0,.55692,,-4.8e-09,3.6e-10,-7.7e-11,3.7e-10,,,,
1000102,"   53P/Van Biesbroeck",53P,"Van Biesbroeck",P,,,0,,,10.0,12.5,9.75,5.,0.03,6.66,,,,,,,,,,,,"JPL K162/10",2455790.5,55790,2011-08-17.0,J2000,0.5511,5.405,2.426,6.61,148.90,134.26,225.17,8.38,0.07844,2457509.31,2016-04-30.8,4.59e+03,12.6,1.42,551,0.00944,2.65,7.4e-08,1.1e-07,4.3e-07,6.7e-06,9.1e-05,9.4e-05,1.6e-05,1.8e-07,2.5e-09,2.6e-04,1.4e-04,JFc,"Davide Farnocchia",6192,2001-02-20,2018-02-03,2920,,,0,.61241,,-1.2e-08,1.2e-09,4.5e-09,4.5e-10,2.3e-09,4.4e-10,-183,11.7
1000019,"   54P/de Vico-Swift-NEAT",54P,"de Vico-Swift-NEAT",P,,,0,,,14.2,17.2,12.25,5.,0.03,,,,,,,,,,,,,"JPL K243/14",2459461.5,59461,2021-09-04.0,J2000,0.4261,3.791,2.176,6.06,358.82,1.79,213.72,5.41,0.1335,2460557.14,2024-09-03.6,2.7e+03,7.38,1.17,456,0.0969,2.91,1.1e-06,1.9e-07,4.2e-06,4.1e-05,1.0e-04,6.9e-04,2.6e-04,2.7e-07,1.0e-08,1.9e-03,2.0e-04,JFc,"Davide Farnocchia",5582,2009-08-15,2024-11-26,275,,,1,.64191,,,,,,,,,
1000095,"   55P/Tempel-Tuttle",55P,Tempel-Tuttle,P,Y,,0,,,10.0,16.0,25.0,10.0,,3.6,,0.06,,,,,,,,,,"JPL J985/69",2451040.5,51040,1998-08-15.0,J2000,0.9056,10.34,0.976,162.49,235.27,172.50,4.98,19.70,0.02965,2450872.60,1998-02-28.0,1.21e+04,33.2,0.00848,3.3,,-0.637,6.8e-08,5.2e-07,7.3e-07,1.9e-05,1.0e-04,1.5e-04,1.4e-06,9.9e-07,2.2e-09,3.9e-05,9.1e-04,HTC,"M.S.W. Keesey",48407,1865-12-22,1998-07-05,392,,,,.72806,,1.6e-09,3.5e-10,9.2e-11,2.0e-13,,,,
1000087,"   56P/Slaughter-Burnham",56P,Slaughter-Burnham,P,,,0,,,9.3,13.4,14.75,5.,0.03,3.12,,,,,,,,,,,,"JPL K162/5",2456516.5,56516,2013-08-12.0,J2000,0.5073,5.086,2.506,8.15,346.04,44.22,267.96,7.67,0.08593,2457587.58,2016-07-18.0,4.19e+03,11.5,1.52,591,0.0223,2.71,1.6e-07,1.1e-07,7.9e-07,6.5e-06,6.7e-05,9.2e-05,1.8e-05,1.6e-07,2.7e-09,2.1e-04,1.3e-04,JFc,"Davide Farnocchia",4940,2004-07-15,2018-01-23,1986,,,0,.60349,,-3.8e-08,2.1e-09,2.0e-08,1.7e-09,,,,
1000023,"   57P/duToit-Neujmin-Delporte",57P,duToit-Neujmin-Delporte,P,,,0,,,15.8,,4.5,,,,,,,,,,,,,,,"JPL K213/33",2458180.5,58180,2018-03-03.0,J2000,0.4998,3.45,1.726,2.85,188.81,115.13,156.19,5.17,0.1538,2457165.02,2015-05-22.5,2.34e+03,6.41,0.714,278,0.3,2.92,9.7e-08,8.5e-08,3.7e-07,8.4e-06,1.3e-04,1.3e-04,1.6e-05,1.3e-07,5.7e-09,1.3e-04,8.6e-05,JFc,"Shantanu Naidu",5426,2008-04-02,2023-02-09,1389,,,0,.67411,,1.2e-08,1.2e-10,-5.6e-11,4.8e-12,-6.1e-10,5.6e-11,,
1000048,"   58P/Jackson-Neujmin",58P,Jackson-Neujmin,P,,,0,,,14.3,17.8,12.75,5.,0.03,,,,,,,,,,,,,"JPL K204/6",2452996.5,52996,2003-12-23.0,J2000,0.6605,4.09,1.389,13.46,160.61,200.44,357.74,6.79,0.1191,2453015.47,2004-01-10.9,3.02e+03,8.27,0.392,152,0.295,2.57,3.2e-07,6.9e-06,1.3e-06,2.9e-05,4.3e-05,1.3e-04,1.7e-03,1.1e-05,3.0e-07,1.4e-02,7.6e-03,JFc,"Davide Farnocchia",9317,1995-05-22,2020-11-23,378,,,3,.88238,,8.9e-09,2.2e-10,-3.6e-10,4.8e-11,-3.8e-09,1.1e-10,-10.8,
1000050,"   59P/Kearns-Kwee",59P,Kearns-Kwee,P,,,0,,,10.4,14.7,15.25,5.,0.03,1.58,,,,,,,,,,,,"JPL K182/6",2456600.5,56600,2013-11-04.0,J2000,0.4764,4.491,2.352,9.34,312.86,127.75,176.09,6.63,0.1036,2454900.12,2009-03-09.6,3.48e+03,9.52,1.38,537,0.00636,2.77,2.3e-07,1.4e-07,9.8e-07,8.7e-06,5.8e-05,1.2e-04,3.3e-05,2.1e-07,4.9e-09,3.0e-04,1.6e-04,JFc,"Davide Farnocchia",3925,2008-07-09,2019-04-08,1270,,,0,.68005,,,,,,,,,
1000098,"   60P/Tsuchinshan 2",60P,Tsuchinshan,P,,,0,,,9.6,14.9,23.5,5.,0.03,,,,,,,,,,,,,"JPL K253/1",2458393.5,58393,2018-10-02.0,J2000,0.5378,3.51,1.623,3.61,267.58,216.55,349.48,5.40,0.1498,2458463.73,2018-12-11.2,2.4e+03,6.58,0.64,249,0.128,2.86,1.5e-07,1.2e-07,5.0e-07,6.1e-06,1.8e-04,1.9e-04,1.6e-05,1.8e-07,7.5e-09,1.1e-04,1.2e-04,JFc,"Davide Farnocchia",4866,2011-10-29,2025-02-23,1247,,,0,.60396,,,,-5.8e-11,6.8e-12,,,,
1000082,"   61P/Shajn-Schaldach",61P,Shajn-Schaldach,P,,,0,,,11.9,15.4,13.,5.,0.03,2.4,,,,,,,,,,,,"JPL K222/30",2459852.5,59852,2022-09-30.0,J2000,0.4242,3.692,2.126,6.00,162.97,221.66,356.69,5.26,0.1389,2459876.32,2022-10-23.8,2.59e+03,7.09,1.13,441,0.306,2.93,2.0e-06,1.7e-05,3.2e-06,2.4e-05,1.5e-04,2.1e-04,5.8e-05,2.5e-05,9.8e-07,4.2e-04,1.8e-02,JFc,"Davide Farnocchia",2569,2017-01-27,2024-02-09,895,,,3,.49057,,-1.9e-08,2.8e-09,1.7e-08,1.2e-09,-2.9e-09,1.9e-09,,
1000097,"   62P/Tsuchinshan 1",62P,Tsuchinshan,P,,,0,,,13.3,16.0,14.75,5.,0.03,,,,,,,,,,,,,"JPL K234/37",2458054.5,58054,2017-10-28.0,J2000,0.5975,3.438,1.384,9.71,90.24,30.35,357.04,5.49,0.1546,2458073.62,2017-11-16.1,2.33e+03,6.37,0.411,160,0.198,2.8,6.7e-08,3.2e-07,2.1e-07,5.4e-06,3.1e-05,2.2e-05,4.7e-06,5.1e-07,2.2e-08,2.9e-05,3.3e-04,JFc,"Shantanu Naidu",7200,2004-09-14,2024-06-01,3392,,,0,.70606,,6.3e-09,2.4e-11,-4.6e-10,1.3e-12,-9.5e-10,2.3e-11,,
1000106,"   63P/Wild 1",63P,Wild,P,,,0,,,7.2,14.3,25.,5.,0.03,2.9,,,,,,,,,,,,"JPL 38",2455929.5,55929,2012-01-03.0,J2000,0.6514,5.606,1.954,19.80,358.17,168.66,325.59,9.26,0.07425,2456392.93,2013-04-10.4,4.85e+03,13.3,0.965,375,1.3,2.41,1.6e-07,1.2e-07,9.2e-07,1.5e-05,2.3e-05,9.7e-05,1.5e-05,2.1e-07,2.5e-09,2.0e-04,1.6e-04,JFc,"Davide Farnocchia",23991,1960-04-16,2025-12-22,2020,,,0,.53674,,1.5e-09,6.3e-10,-1.1e-09,1.5e-12,,,,
1000090,"   64P/Swift-Gehrels",64P,Swift-Gehrels,P,,,0,,,14.5,,6.,,,3.2,,,,,,,,,,,,"JPL K183/9",2458096.5,58096,2017-12-09.0,J2000,0.6873,4.456,1.393,8.95,300.00,97.14,325.43,7.52,0.1048,2458426.41,2018-11-03.9,3.44e+03,9.41,0.44,171,0.649,2.5,2.4e-08,7.4e-08,1.1e-07,3.0e-06,2.8e-05,4.0e-05,3.9e-06,1.3e-07,2.6e-09,3.2e-05,8.6e-05,JFc,"Davide Farnocchia",6707,2000-12-22,2019-05-04,3436,,,0,.44961,,,,5.1e-10,3.1e-12,,,,
1000035,"   65P/Gunn",65P,Gunn,P,,,0,,,11.6,,6.5,,,10.8,,,,,,,,,,,,"JPL K252/49",2459067.5,59067,2020-08-06.0,J2000,0.2498,3.884,2.914,9.18,62.02,213.81,131.73,4.85,0.1287,2458044.31,2017-10-17.8,2.8e+03,7.66,1.9,741,0.396,2.99,9.9e-08,2.0e-07,5.1e-07,8.9e-06,5.8e-05,6.9e-05,3.4e-05,2.6e-07,1.0e-08,3.3e-04,2.2e-04,JFc,"Shantanu Naidu",4309,2014-02-04,2025-11-22,3121,,,0,.56035,,-2.9e-08,2.4e-09,8.4e-10,3.9e-10,4.5e-08,2.2e-09,555,17.1
1000021,"   66P/du Toit",66P,"du Toit",P,Y,,0,,,15.7,,7.,,,,,,,,,,,,,,,"JPL K184/8",2456961.5,56961,2014-10-31.0,J2000,0.7866,6.023,1.285,18.67,22.00,257.34,273.48,10.76,0.06668,2458258.97,2018-05-20.4,5.4e+03,14.8,0.438,171,0.864,2.12,1.3e-07,1.2e-07,7.8e-07,1.7e-05,3.1e-05,4.9e-05,4.8e-06,2.1e-07,1.9e-09,5.2e-05,1.6e-04,JFc,"Davide Farnocchia",16304,1974-03-22,2018-11-10,547,,,0,.70648,,7.7e-10,1.7e-10,-8.9e-11,6.2e-13,,,,
1000012,"   67P/Churyumov-Gerasimenko",67P,Churyumov-Gerasimenko,P,Y,,0,,,12.9,,7.5,,,3.4,,,12.76129,662.2e-9,,,,,,,0.10,"JPL K213/6",2457305.5,57305,2015-10-10.0,J2000,0.6409,3.462,1.243,7.04,50.14,12.80,8.86,5.68,0.153,2457247.59,2015-08-13.0,2.35e+03,6.44,0.257,100,0.0838,2.75,2.7e-08,1.5e-07,9.9e-08,2.7e-06,2.3e-05,2.3e-05,2.8e-06,2.5e-07,1.0e-08,1.8e-05,1.6e-04,JFc,"Davide Farnocchia",5442,2008-06-01,2023-04-26,8608,,,0,.55105,,1.0e-09,1.3e-11,-6.7e-11,2.9e-12,3.0e-10,1.1e-11,45.7,1.18
1000051,"   68P/Klemola",68P,Klemola,P,,,0,,,11.2,14.1,11.75,5.,0.03,4.4,,,,,,,,,,,,"JPL K192/3",2457453.5,57453,2016-03-06.0,J2000,0.6403,4.899,1.762,11.18,175.30,153.84,237.68,8.04,0.09089,2458799.32,2019-11-11.8,3.96e+03,10.8,0.758,295,0.174,2.52,8.2e-08,5.8e-08,4.0e-07,5.3e-06,6.6e-05,7.2e-05,8.8e-06,9.5e-08,1.6e-09,8.0e-05,7.0e-05,JFc,"Davide Farnocchia",4656,2008-04-13,2021-01-11,1680,,,0,.5726,,,,,,,,,
1000092,"   69P/Taylor",69P,Taylor,P,,,0,,,17.3,,4.5,,,,,,,,,,,,,,,"JPL K192/8",2457557.5,57557,2016-06-18.0,J2000,0.4136,3.889,2.280,22.04,104.85,343.67,231.04,5.50,0.1285,2458560.98,2019-03-18.4,2.8e+03,7.67,1.31,508,0.134,2.8,1.5e-06,1.6e-06,6.9e-06,4.9e-05,1.4e-04,4.8e-04,2.3e-04,2.2e-06,7.7e-08,1.7e-03,1.7e-03,JFc,"Davide Farnocchia",2686,2011-10-28,2019-03-06,46,,,1,.57162,,,,,,,,,
1000053,"   70P/Kojima",70P,Kojima,P,,,0,,,12.2,15.0,11.75,5.,0.03,3,,,,,,,,,,,,"JPL 66",2457135.5,57135,2015-04-23.0,J2000,0.4539,3.675,2.007,6.60,119.27,1.96,25.79,5.34,0.1399,2456951.18,2014-10-20.6,2.57e+03,7.04,1.02,398,0.14,2.9,9.0e-08,3.2e-08,3.3e-07,5.3e-06,2.1e-05,4.3e-05,1.8e-05,4.7e-08,1.8e-09,1.2e-04,3.4e-05,JFc,"Davide Farnocchia",18799,1970-12-27,2022-06-16,2086,,,0,.54678,,2.0e-10,4.7e-11,-7.5e-11,9.5e-13,,,,
1000014,"   71P/Clark",71P,Clark,P,,,0,,,11.1,14.6,14.25,5.,0.03,1.36,,,,,,,,,,,,"JPL K232/39",2458635.5,58635,2019-06-01.0,J2000,0.4945,3.139,1.587,9.44,59.44,208.97,124.18,4.69,0.1772,2457934.87,2017-06-30.3,2.03e+03,5.56,0.579,225,0.556,2.99,2.0e-07,2.9e-07,6.7e-07,9.5e-06,5.2e-05,8.0e-05,3.4e-05,4.3e-07,2.4e-08,1.2e-04,2.8e-04,JFc,"Davide Farnocchia",2842,2016-03-04,2023-12-15,1360,,,1,.66638,,2.3e-08,1.6e-10,-2.5e-10,8.1e-11,1.6e-09,5.2e-11,28.6,0.499
1000020,"   72P/Denning-Fujikawa",72P,Denning-Fujikawa,P,Y,,0,,,17.5,21.4,19.,5.,0.03,,,,,,,,,,,,,"JPL K236/7",2457286.5,57286,2015-09-21.0,J2000,0.8205,4.347,0.781,9.23,35.44,338.47,47.38,7.91,0.1087,2456850.78,2014-07-12.2,3.31e+03,9.06,0.0882,34.3,0.173,2.23,4.4e-07,2.3e-06,2.2e-06,7.3e-05,4.1e-04,3.8e-04,4.3e-05,4.1e-06,8.5e-08,8.7e-05,2.6e-03,JFc,"Davide Farnocchia",16324,1978-10-10,2023-06-20,66,,,1,.98029,,,,1.8e-10,1.3e-12,,,,
1000394,"   73P/Schwassmann-Wachmann 3",73P,Schwassmann-Wachmann,P,Y,,0,,,14.3,,8.,,,,,,,,,,,,,,,"JPL K222/31",2459127.5,59127,2020-10-05.0,J2000,0.6857,3.093,0.972,11.23,69.64,199.45,235.06,5.21,0.1812,2459817.09,2022-08-25.5,1.99e+03,5.44,0.0134,5.2,0.204,2.78,1.2e-07,2.1e-07,4.3e-07,1.1e-05,9.4e-05,9.7e-05,1.3e-05,3.5e-07,1.8e-08,8.2e-05,2.0e-04,JFc,"Davide Farnocchia",2740,2016-02-13,2023-08-15,515,,,0,.47329,,4.8e-09,1.5e-10,6.9e-10,4.5e-11,,,,
1000088,"   74P/Smirnova-Chernykh",74P,Smirnova-Chernykh,P,,,0,,,6.6,12.1,14.25,5.,0.03,4.46,,,,,,,,,,,,"JPL K264/25",2456301.5,56301,2013-01-09.0,J2000,0.1478,4.165,3.549,6.65,77.08,86.56,146.35,4.78,0.1159,2455039.27,2009-07-26.7,3.1e+03,8.5,2.57,999,0.479,3.01,4.1e-08,5.0e-08,1.8e-07,3.8e-06,3.5e-05,4.0e-05,1.7e-05,5.8e-08,2.1e-09,1.4e-04,5.6e-05,ETc,"Shantanu Naidu",10377,1997-07-14,2025-12-11,5999,,,0,.6574,,1.9e-07,1.4e-08,-9.4e-08,1.7e-09,,,,
1000052,"   75D/Kohoutek",75D,Kohoutek,D,,,0,,,10.5,14.5,10.0,5.0,0.03,4.6,,,,,,,,,,,,"JPL J873/16",2449520.5,49520,1994-06-17.0,J2000,0.4963,3.543,1.785,5.91,269.69,175.80,358.09,5.30,0.1478,2449533.40,1994-06-29.8,2.44e+03,6.67,0.801,312,,2.89,1.0e-06,5.3e-06,1.3e-06,5.6e-05,4.3e-04,4.9e-04,4.9e-04,7.9e-06,3.3e-07,3.4e-03,5.4e-03,JFc,"M.S.W. Keesey",4784,1975-02-09,1988-03-16,81,,,,1.4735,,4.0e-08,4.5e-10,8.7e-09,1.6e-11,,,,
1000104,"   76P/West-Kohoutek-Ikemura",76P,West-Kohoutek-Ikemura,P,,,0,,,15.7,,9.25,,,0.66,,,,,,,,,,,,"JPL K195/9",2455641.5,55641,2011-03-21.0,J2000,0.5384,3.471,1.602,30.48,84.11,0.05,241.26,5.34,0.1524,2456420.52,2013-05-08.0,2.36e+03,6.47,0.619,241,0.0487,2.69,1.4e-07,2.3e-08,4.9e-07,1.3e-05,1.4e-05,6.3e-05,1.6e-05,3.5e-08,1.5e-09,1.1e-04,2.3e-05,JFc,"Shantanu Naidu",9743,1993-07-20,2020-03-23,1158,,,0,.84315,,4.3e-10,7.8e-11,-1.7e-10,2.3e-13,,,,
1000059,"   77P/Longmore",77P,Longmore,P,,,0,,,9.3,13.3,14.25,5.,0.03,8.2,,,,,,,,,,,,"JPL 80",2456693.5,56693,2014-02-05.0,J2000,0.3542,3.613,2.333,24.34,14.89,196.95,240.95,4.89,0.1435,2457522.94,2016-05-14.4,2.51e+03,6.87,1.34,521,0.202,2.86,1.1e-07,2.6e-08,3.8e-07,9.5e-06,1.2e-05,2.6e-05,1.1e-05,3.6e-08,1.6e-09,7.9e-05,2.8e-05,JFc,"Shantanu Naidu",18332,1975-08-11,2025-10-19,2629,,,0,.79591,,9.7e-10,1.2e-10,-4.9e-10,2.3e-12,7.1e-10,1.6e-10,,
1000030,"   78P/Gehrels 2",78P,Gehrels,P,,,0,,,9.1,12.5,13.25,5.,0.03,,,,,,,,,,,,,"JPL K263/21",2457386.5,57386,2015-12-30.0,J2000,0.4612,3.737,2.014,6.25,210.56,192.74,197.64,5.46,0.1364,2458576.73,2019-04-03.2,2.64e+03,7.23,1.02,398,0.0242,2.89,1.1e-07,6.7e-08,4.2e-07,4.8e-06,4.0e-05,4.8e-05,1.3e-05,9.8e-08,3.7e-09,1.1e-04,7.1e-05,JFc,"Shantanu Naidu",5339,2011-05-03,2025-12-14,6032,,,0,.60723,,-8.1e-10,1.9e-10,-1.0e-09,4.3e-12,,,,
1000022,"   79P/du Toit-Hartley",79P,"du Toit-Hartley",P,Y,,0,,,17.4,,4.5,,,2.8,,,,,,,,,,,,"JPL 17",2454391.5,54391,2007-10-18.0,J2000,0.5941,3.031,1.231,2.89,307.84,253.27,318.28,4.83,0.1867,2454614.91,2008-05-28.4,1.93e+03,5.28,0.234,91.1,0.366,2.94,4.5e-07,3.6e-07,1.5e-06,2.3e-05,2.1e-04,2.3e-04,2.0e-05,5.7e-07,3.3e-08,1.1e-04,3.4e-04,JFc,"Javier Roa",9595,1986-12-27,2013-04-04,215,,,1,.88891,,-4.0e-10,2.0e-10,-6.7e-13,1.1e-12,,,,
1000067,"   80P/Peters-Hartley",80P,Peters-Hartley,P,,,0,,,11.8,,15.75,,,,,,,,,,,,,,,"JPL 33",2457856.5,57856,2017-04-13.0,J2000,0.5994,4.023,1.612,29.93,259.84,339.17,108.05,6.44,0.1221,2456971.78,2014-11-10.2,2.95e+03,8.07,0.619,241,0.454,2.51,5.7e-07,2.6e-07,2.2e-06,3.6e-05,1.2e-04,1.5e-04,3.5e-05,4.1e-07,1.2e-08,2.8e-04,2.8e-04,JFc,"Davide Farnocchia",15016,1982-07-11,2023-08-21,179,,,0,.831,,1.0e-08,1.9e-10,-7.9e-10,1.8e-12,-5.5e-10,7.9e-11,,
1000107,"   81P/Wild 2",81P,Wild,P,,,0,,,9.8,12.9,12.5,5.,0.03,4.0,,,,,,,,,,,,"JPL K222/37",2458808.5,58808,2019-11-21.0,J2000,0.5374,3.45,1.596,3.24,136.11,41.73,187.60,5.30,0.1538,2459929.28,2022-12-15.7,2.34e+03,6.41,0.602,234,0.013,2.88,7.8e-08,7.6e-08,2.7e-07,8.5e-06,1.8e-04,1.8e-04,1.3e-05,1.2e-07,5.1e-09,9.8e-05,7.7e-05,JFc,"Davide Farnocchia",3613,2014-10-17,2024-09-07,2795,,,0,.58722,,2.8e-09,8.5e-11,3.1e-10,2.5e-11,-1.0e-09,4.5e-11,-127,3.18
1000031,"   82P/Gehrels 3",82P,Gehrels,P,,,0,,,7.6,16.4,18.5,5.,0.03,1.46,,,,,,,,,,,,"JPL 19",2452484.5,52484,2002-07-29.0,J2000,0.1233,4.135,3.626,1.13,239.59,227.50,38.99,4.65,0.1172,2452151.79,2001-08-30.2,3.07e+03,8.41,2.64,1.03e+03,0.517,3.03,6.6e-07,2.3e-07,2.8e-06,2.2e-05,1.8e-03,1.8e-03,1.7e-04,2.6e-07,9.8e-09,1.4e-03,2.6e-04,ETc,"Javier Roa",16277,1975-10-27,2020-05-20,143,,,0,.62987,,,,2.9e-11,4.9e-12,,,,
1000072,"   83D/Russell 1",83D,Russell,D,,,0,,,14.0,17.0,15.0,10.0,,,,,,,,,,,,,,"JPL 7",2446240.5,46240,1985-06-24.0,J2000,0.5172,3.338,1.612,22.66,230.84,0.38,358.19,5.06,0.1616,2446251.73,1985-07-05.2,2.23e+03,6.1,0.601,234,,2.82,1.4e-06,3.8e-07,4.8e-06,1.0e-04,1.9e-04,4.7e-04,1.5e-04,5.8e-07,2.8e-08,9.1e-04,3.8e-04,JFc,"M.S.W. Keesey",2302,1979-02-27,1985-06-17,20,,,1,1.2325,,,,,,,,,
1000033,"   84P/Giclas",84P,Giclas,P,,,0,,,14.2,,6.5,,,1.80,,,,,,,,,,,,"JPL 49",2455894.5,55894,2011-11-29.0,J2000,0.4945,3.641,1.840,7.28,112.39,276.40,274.58,5.44,0.1419,2456496.57,2013-07-23.0,2.54e+03,6.95,0.862,335,0.555,2.87,1.5e-07,2.7e-08,5.4e-07,1.1e-05,5.2e-05,6.0e-05,1.6e-05,4.0e-08,1.6e-09,1.2e-04,2.8e-05,JFc,"Davide Farnocchia",15537,1978-09-03,2021-03-18,1745,,,0,.6615,,5.7e-10,4.0e-11,-2.3e-11,3.3e-13,,,,
